CdrNo,B Party,Date,Time,Duration,Call Type,First Cell ID,First Cell ID Address,Last Cell ID,Last Cell ID Address,IMEI,IMSI,Roaming,Main City(First CellID),Sub City (First CellID),Lat-Long-Azimuth (First CellID),Crime,Circle,Operator,LRN,CallForward,B Party Provider,B Party Circle,B Party Operator,Type,IMEI Manufacturer
1234567890,,,,,,,,,,,,,,,,harrassment,,,,,,,,,
1234567890,912356852487,3/1/2025,7:09:03,26,Incoming,404156060644257,"Chitrakoot, Majhgawan Madhya Pradesh 485334, India",404780001022396,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.17591, 80.87025, NULL",harrassment,,,-,,,,,Voice,
1234567890,912356852487,3/1/2025,7:09:48,22,Incoming,404156060644258,"Chitrakoot, Majhgawan Madhya Pradesh 485334, India",404780001022397,"Reliance Tower Mp5Usbrwa003B -Mr.Vishnu Gurjar (Sarpanch) S/O Mr.Babulal Gurjar, Vill&Post-Dhanpada, The-Badwah, Dist-Khargone (Mp). Mob-9770020122, Barwaha, Khargone (West Nimar), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.17229, 80.86191, NULL",harrassment,,,-,,,,,Voice,
1234567890,912356852488,3/1/2025,7:17:25,38,Incoming,404156090055263,"Jawa Madhya Pradesh 486556, India",404780001030307,"Chandpur, Teonthar, Rewa, Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.11709, 81.38635, NULL",harrassment,,,-,,,,,Voice,
1234567890,8851827647,3/1/2025,7:18:44,10,Outgoing,40415611003997,"Majhgawan Madhya Pradesh 485334, India",404780001030308,"Chandpur, Teonthar, Rewa, Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.15302, 80.84534, NULL",harrassment,,,2727,,AIRTEL,Delhi,AIRTEL,Voice,
1234567890,VZ-ViCARE,3/1/2025,7:18:59,1,Incoming,404156118233451,"Datia Sub-District Madhya Pradesh 475671, India",404780001030309,"Chandpur, Teonthar, Rewa, Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.58505, 78.48845, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:20:21,1,Outgoing,404221005505632,"MSH-8, Burhanpur Sub-District Madhya Pradesh 450445, India",404780001050020,"Tata International, Industrial Area, Dewas, Dewas (M Corp.), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"21.14335, 76.14043, NULL",harrassment,,,-,,,,,SMS,
1234567890,VZ-ViCARE,3/1/2025,7:20:26,1,Incoming,404222006718911,"Lanji Madhya Pradesh 481224, India",404780001050021,"Tata International, Industrial Area, Dewas, Dewas (M Corp.), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"21.39753, 80.51688, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:20:41,1,Outgoing,404226002722753,"Khairlanji Madhya Pradesh 481337, India",404780001135016,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"21.53491, 79.88852, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:23:34,1,Outgoing,404270141551713,"Khairlanji Madhya Pradesh 481337, India",404780001135017,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"21.58014, 79.97074, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:23:42,1,Outgoing,404272291840979,"Lanji Madhya Pradesh 481224, India",404780001135018,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"21.39765, 80.51686, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:24:01,1,Incoming,404600264523564,"Alot Madhya Pradesh 457114, India",404780001135019,"Chirmiri 2, Chirmiri (M.Corp Part), Khadganva, Koriya, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"23.76811, 75.54195, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:24:17,1,Incoming,404600266632081,"Jiran Madhya Pradesh 458336, India",404780001137261,"Balgi, Korba (M.Corp) Part, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"24.19882, 74.89384, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:27:52,1,Incoming,404601550060092,"Meghnagar Madhya Pradesh 457772, India",404780001137262,"Balgi, Korba (M.Corp) Part, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"23.04203, 74.67211, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:28:01,1,Incoming,404602106235642,"Gwalior Road, Morena Sub-District Madhya Pradesh 476001, India",404780001137263,"Balgi, Korba (M.Corp) Part, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"26.63795, 77.92613, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:40:11,1,Outgoing,404602222023323,"Suwasara Madhya Pradesh 458888, India",404780001137267,"Balgi, Korba (M.Corp) Part, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"24.02195, 75.76686, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852477,3/1/2025,7:41:48,1,Incoming,40460262224512,"Guna Madhya Pradesh 473105, India",404780001137268,"Balgi, Korba (M.Corp) Part, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.00765, 77.11251, NULL",harrassment,,,-,,,,,SMS,
1234567890,912356852466,3/1/2025,8:37:16,7,Incoming,40460263432501,"Piploda, Madhya Pradesh 457333457333, India",404780001137269,"Balgi, Korba (M.Corp) Part, Chhattisgarh",861224074394390,404225013431234,MAG-Vodafone - India,,,"23.69554, 74.92812, NULL",harrassment,,,-,,,,,Voice,
1234567890,91235685244,3/1/2025,9:12:58,22,Incoming,40460263432502,"Piploda Madhya Pradesh 457331, India",404780001142787,"Vasant Vihar, Gwalior (M Corp.), Gwalior (Gird), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"23.52742, 74.89432, NULL",harrassment,,,-,,,,,Voice,
1234567890,1235685245,3/1/2025,9:31:44,208,Outgoing,40460263432631,"Jiran Madhya Pradesh 458441, India",404780001142788,"Vasant Vihar, Gwalior (M Corp.), Gwalior (Gird), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"24.38583, 74.85167, NULL",harrassment,,,3007,,AIRTEL,Mumbai,AIRTEL,Voice,
1234567890,8355875656,3/1/2025,9:35:42,18,Outgoing,40460263432632,"Jiran Madhya Pradesh 458441, India",404780001142789,"Vasant Vihar, Gwalior (M Corp.), Gwalior (Gird), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"24.38535, 74.85159, NULL",harrassment,,,3105,,RELIANCE JIO,Mumbai,RELIANCE JIO,Voice,
1234567890,919588601740,3/1/2025,9:37:16,39,Incoming,40460263432842,"NH-927A, Sailana Madhya Pradesh 457550, India",404780001148357,"St.Xaviorscl, Jabalpur (M Corp.) (Part), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"23.50666, 74.77767, NULL",harrassment,,,-,,,,,Voice,
1234567890,9403257257,3/1/2025,9:38:30,1357,Outgoing,40460263433641,"NH-156, Jawad Madhya Pradesh 458468, India",404780001148358,"St.Xaviorscl, Jabalpur (M Corp.) (Part), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"24.57706, 74.7546, NULL",harrassment,,,4100,,VI,Maharashtra,VI,Voice,
1234567890,9890789012,3/1/2025,10:15:22,9,Outgoing,40460263433771,"Neemuch Sub-District Madhya Pradesh 458468, India",404780001148359,"St.Xaviorscl, Jabalpur (M Corp.) (Part), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"24.56789, 74.7623, NULL",harrassment,,,3095,,RELIANCE JIO,Maharashtra,RELIANCE JIO,Voice,
1234567890,918999282775,3/1/2025,10:28:11,32,Incoming,40460263724463,"Guna Madhya Pradesh 473105, India",404780001200271,"Near Police Line/Rewa, Rewa (M Corp.), Huzur, Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.00757, 77.11262, NULL",harrassment,,,-,,,,,Voice,
1234567890,917038976648,3/1/2025,10:46:19,31,Incoming,40460264523564,"Alot Madhya Pradesh 457114, India",404780001200272,"Near Police Line/Rewa, Rewa (M Corp.), Huzur, Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"23.76891, 75.5435, NULL",harrassment,,,-,,,,,Voice,
1234567890,9604895947,3/1/2025,11:37:43,21,Outgoing,40460266346772,"Raghogarh Madhya Pradesh 473110, India",404780001200273,"Near Police Line/Rewa, Rewa (M Corp.), Huzur, Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"24.61267, 77.09843, NULL",harrassment,,,3095,,RELIANCE JIO,Maharashtra,RELIANCE JIO,Voice,
1234567890,9987052246,3/1/2025,12:01:39,2,Outgoing,404604443060462,"NH-927A, Sailana Madhya Pradesh 457550, India",404780001214571,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"23.50873, 74.77128, NULL",harrassment,,,3007,,AIRTEL,Mumbai,AIRTEL,Voice,
1234567890,919730040404,3/1/2025,12:07:18,183,Incoming,404780000100123,"Airtel Option:- Mc5218 Smt Chourasya Devi W/O Ayodhya Prasad Tiwari.Add-Vill+Post-Chandpur, Thesi-Teonthar, Distt-Rewa.9229907893, Madhya Pradesh",404780001214572,"Choudhary Colony, Mandsaur (M), Madhya Pradesh",861224074394390,404225013431234,MAG-Vodafone - India,,,"25.0384, 81.62916",harrassment,,,-,,,,,Voice,
